,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,"Epit, mV (SCE)",,,Test Temp.,Test Solution,[Cl-],,,Scan Rate,Heat treatment,Microstructures,Comments,Reference,Material class,,,,
No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,Avg.,Max,Min,oC,,M,pH,Test Method,mV/s,,,,,,,,,
30.00,73.09,16.00,4.50,NA,0.00,NA,0.30,0.07,1.00,1.00,4.00,0.04,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1516.00,NA,NA,50,Seawater Natural,0.5460,8.20,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S17400 (17-4PH),49,Fe Alloy,,,,
31.00,55.08,20.00,18.00,6.00,0.00,0.20,0.00,0.02,0.00,NA,0.70,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,840.00,NA,NA,50,"300 ppm NaCl, pH 7.8",0.0051,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S31254 (SMO 254),49,Fe Alloy,,,,
32.00,55.08,20.00,18.00,6.00,0.00,0.20,0.00,0.02,0.00,NA,0.70,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,830.00,NA,NA,50,"500 ppm NaCl, pH 7.8",0.0086,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S31254 (SMO 254),49,Fe Alloy,,,,
33.00,55.08,20.00,18.00,6.00,0.00,0.20,0.00,0.02,0.00,NA,0.70,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,821.00,NA,NA,50,"1000 ppm NaCl, pH 7.8",0.0171,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S31254 (SMO 254),49,Fe Alloy,,,,
34.00,55.08,20.00,18.00,6.00,0.00,0.20,0.00,0.02,0.00,NA,0.70,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,785.00,NA,NA,50,"5000 ppm NaCl, pH 7.8",0.0856,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S31254 (SMO 254),49,Fe Alloy,,,,
35.00,55.08,20.00,18.00,6.00,0.00,0.20,0.00,0.02,0.00,NA,0.70,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,813.00,NA,NA,50,Seawater Natural,0.5460,8.20,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S31254 (SMO 254),49,Fe Alloy,,,,
36.00,44.59,25.00,22.00,7.00,0.00,0.50,0.00,0.02,NA,0.50,0.40,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,979.00,NA,NA,50,"300 ppm NaCl, pH 7.8",0.0051,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S32654 (SMO 654),49,Fe Alloy,,,,
37.00,44.59,25.00,22.00,7.00,0.00,0.50,0.00,0.02,NA,0.50,0.40,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,975.00,NA,NA,50,"500 ppm NaCl, pH 7.8",0.0086,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S32654 (SMO 654),49,Fe Alloy,,,,
38.00,44.59,25.00,22.00,7.00,0.00,0.50,0.00,0.02,NA,0.50,0.40,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,972.00,NA,NA,50,"1000 ppm NaCl, pH 7.8",0.0171,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S32654 (SMO 654),49,Fe Alloy,,,,
39.00,44.59,25.00,22.00,7.00,0.00,0.50,0.00,0.02,NA,0.50,0.40,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,908.00,NA,NA,50,"5000 ppm NaCl, pH 7.8",0.0856,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S32654 (SMO 654),49,Fe Alloy,,,,
40.00,44.59,25.00,22.00,7.00,0.00,0.50,0.00,0.02,NA,0.50,0.40,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,883.00,NA,NA,50,Seawater Natural,0.5460,8.20,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,S32654 (SMO 654),49,Fe Alloy,,,,
41.00,45.99,21.00,25.00,6.00,0.00,0.20,0.00,0.01,0.00,0.90,0.90,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,917.00,NA,NA,50,"300 ppm NaCl, pH 7.8",0.0051,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N08925 (hMo 1925),49,Fe Alloy,,,,
42.00,45.99,21.00,25.00,6.00,0.00,0.20,0.00,0.01,0.00,0.90,0.90,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,867.00,NA,NA,50,"500 ppm NaCl, pH 7.8",0.0086,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N08925 (hMo 1925),49,Fe Alloy,,,,
43.00,45.99,21.00,25.00,6.00,0.00,0.20,0.00,0.01,0.00,0.90,0.90,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,738.00,NA,NA,50,"1000 ppm NaCl, pH 7.8",0.0171,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N08925 (hMo 1925),49,Fe Alloy,,,,
44.00,45.99,21.00,25.00,6.00,0.00,0.20,0.00,0.01,0.00,0.90,0.90,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,530.00,NA,NA,50,"5000 ppm NaCl, pH 7.8",0.0856,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N08925 (hMo 1925),49,Fe Alloy,,,,
45.00,45.99,21.00,25.00,6.00,0.00,0.20,0.00,0.01,0.00,0.90,0.90,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1060.00,NA,NA,50,Seawater Natural,0.5460,8.20,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N08925 (hMo 1925),49,Fe Alloy,,,,
46.00,31.48,27.00,32.00,6.50,0.00,NA,0.00,0.02,NA,2.00,1.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,997.00,NA,NA,50,"300 ppm NaCl, pH 7.8",0.0051,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N0828 (hMo 3127),49,Fe Alloy,,,,
47.00,31.48,27.00,32.00,6.50,0.00,NA,0.00,0.02,NA,2.00,1.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,980.00,NA,NA,50,"500 ppm NaCl, pH 7.8",0.0086,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N0828 (hMo 3127),49,Fe Alloy,,,,
48.00,31.48,27.00,32.00,6.50,0.00,NA,0.00,0.02,NA,2.00,1.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,973.00,NA,NA,50,"1000 ppm NaCl, pH 7.8",0.0171,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N0828 (hMo 3127),49,Fe Alloy,,,,
49.00,31.48,27.00,32.00,6.50,0.00,NA,0.00,0.02,NA,2.00,1.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933.00,NA,NA,50,"5000 ppm NaCl, pH 7.8",0.0856,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N0828 (hMo 3127),49,Fe Alloy,,,,
50.00,31.48,27.00,32.00,6.50,0.00,NA,0.00,0.02,NA,2.00,1.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,883.00,NA,NA,50,Seawater Natural,0.5460,8.20,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,N0828 (hMo 3127),49,Fe Alloy,,,,
51.00,37.18,19.00,33.00,2.00,0.00,NA,2.50,0.02,0.40,0.40,3.00,NA,NA,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,912.00,NA,NA,50,"300 ppm NaCl, pH 7.8",0.0051,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy,,,,
52.00,37.18,19.00,33.00,2.00,0.00,NA,2.50,0.02,0.40,0.40,3.00,NA,NA,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,631.00,NA,NA,50,"500 ppm NaCl, pH 7.8",0.0086,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy,,,,
53.00,37.18,19.00,33.00,2.00,0.00,NA,2.50,0.02,0.40,0.40,3.00,NA,NA,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,761.00,NA,NA,50,"1000 ppm NaCl, pH 7.8",0.0171,7.80,"Potentiodynamic Polarization with exposed area of 1 cm2. Potentiodynamic polarization experiments were carried out using a scan rate of 0.1 mV/s commencing at a potential about 250 mV more active than the stable OCP. Before starting the polarization scan, the specimen in the sample holder (WE) was left in the cell for about 1 h to attain a steady state which is shown by a constant potential and current at the beginning of the experiment. The potcntiodynamic runs were programmed such that upon attaining a current density of 25?A/cm^2, the scan direction was reversed and the potentials were scanned back to the starting potential.  ",0.10,None,NA,"N08020 (20 Cb3), Nb + Ta = 5%",49,Fe Alloy,,,,
