,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,"Epit, mV (SCE)",,,Test Temp.,Test Solution,[Cl-],,,Scan Rate,Heat treatment,Microstructures,Comments,Reference,Material class,,,,
No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,Avg.,Max,Min,oC,,M,pH,Test Method,mV/s,,,,,,,,,
265.00,52.12,22.13,20.30,0.99,0.00,0.05,0.00,0.02,0.16,4.20,NA,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,NA,NA,NA,0.6 M NaCl and 0.1M NaHCO3,0.6000,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",NA,Pitting corrosion data is collected from plain breakdown potential in table II.,71,Fe Alloy,,,,
266.00,52.19,22.52,19.85,1.07,0.00,0.16,0.00,0.01,0.15,4.02,NA,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,NA,NA,NA,0.6 M NaCl and 0.1M NaHCO3,0.6000,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",NA,Pitting corrosion data is collected from plain breakdown potential in table II.,71,Fe Alloy,,,,
267.00,51.85,22.72,19.95,1.02,0.00,0.41,0.00,0.01,0.20,3.80,NA,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,NA,NA,NA,0.6 M NaCl and 0.1M NaHCO3,0.6000,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",NA,Pitting corrosion data is collected from plain breakdown potential in table II.,71,Fe Alloy,,,,
268.00,50.37,22.41,19.96,2.64,0.00,0.07,0.00,0.03,0.21,4.29,NA,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,NA,NA,NA,0.6 M NaCl and 0.1M NaHCO3,0.6000,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",NA,Pitting corrosion data is collected from plain breakdown potential in table II.,71,Fe Alloy,,,,
269.00,50.11,22.84,20.05,2.85,0.00,0.16,0.00,0.01,0.14,3.80,NA,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,NA,NA,NA,0.6 M NaCl and 0.1M NaHCO3,0.6000,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",NA,Pitting corrosion data is collected from plain breakdown potential in table II.,71,Fe Alloy,,,,
270.00,49.66,22.35,20.39,2.73,0.00,0.31,0.00,0.02,0.16,4.35,NA,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920.00,NA,NA,NA,0.6 M NaCl and 0.1M NaHCO3,0.6000,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",NA,Pitting corrosion data is collected from plain breakdown potential in table II.,71,Fe Alloy,,,,
271.00,50.08,22.52,19.95,2.96,0.00,0.46,0.00,0.02,0.23,3.75,NA,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,940.00,NA,NA,NA,0.6 M NaCl and 0.1M NaHCO3,0.6000,8.3,"Potentiodynamic Polarization, the specimen surface was ground to a 120 grit finish and 5 cm2 was exposed to the corrodent. The potential was controlled, relative to a standard saturated calomel electrode, by a potentiostat. Following. pretreatment for 5 min at -1.5 V, the -potential was increased-rapidly to -0.5V and thereafter at a steady rate of 1V in 50 min. In this work the critical pitting potential was taken as that at which there was an anodic current flow of 10^-5 A/cm2.",0.33,"5 kg melts were made at atmospheric pressure in an induction furnace using Japanese iron, nickel pellets, electrolytic chromium, ferro-molybdenum, refined manganese, and high-nitrogen ferro-chromium. Ingots were cast and hot rolled to 20 mm diameter bars which were heat treated at 1100°c for 30 min and cooled in still air.",NA,Pitting corrosion data is collected from plain breakdown potential in table II.,71,Fe Alloy,,,,
272.00,65.63,18.10,5.70,0.00,0.00,0.17,0.00,0.02,0.44,9.90,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.48,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, ??-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
273.00,66.68,17.70,5.60,0.00,0.00,0.12,0.00,0.03,0.23,9.60,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.31,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
274.00,66.34,17.40,5.50,0.00,0.00,0.07,0.00,0.02,0.22,10.40,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.47,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, ??-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
275.00,66.17,17.80,5.20,0.00,0.00,0.25,0.00,0.02,0.31,10.20,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,342.95,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
276.00,64.96,18.20,5.40,0.00,0.00,0.35,0.00,0.02,0.32,10.70,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453.81,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
277.00,65.63,18.10,5.70,0.00,0.00,0.17,0.00,0.02,0.44,9.90,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,454.48,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, ??-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
278.00,66.68,17.70,5.60,0.00,0.00,0.12,0.00,0.03,0.23,9.60,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.53,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
279.00,66.34,17.40,5.50,0.00,0.00,0.07,0.00,0.02,0.22,10.40,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.98,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC","austenitic, ??-ferrite","In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
280.00,66.17,17.80,5.20,0.00,0.00,0.25,0.00,0.02,0.31,10.20,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,698.86,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
281.00,64.96,18.20,5.40,0.00,0.00,0.35,0.00,0.02,0.32,10.70,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685.69,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. The steels were tested in the as-received and quenched after 1 hour of heaing in air at 1120oC",austenitic,"In the hot-forged condition the steels with 0.12, 0.25, and 0.35%N were austenitic, whereas those with 0.07 and 0.17% N contained austenite with a small amount of ??-ferrite (with an excess of Cr and relatively less Fe, Ni, and Mn than in the , ?? phase). Some small second-phase particles also occurred. Electron microprobe analysis identified these particles as carbides (Me23C6 type) and carbonitrides (Me23C6 type). Pure nitrides were very rare. The X-ray analysis did not detect any a-phase in the materials under investigation.",76,Fe Alloy,,,,
282.00,76.91,17.20,5.51,0.00,0.00,0.07,0.00,0.01,0.23,0.03,NA,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.83,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
283.00,71.04,17.40,5.47,0.00,0.00,0.06,0.00,0.02,0.27,5.70,NA,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-144.35,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
284.00,66.60,17.60,5.52,0.00,0.00,0.05,0.00,0.01,0.57,9.60,NA,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-175.71,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
285.00,66.25,17.50,5.69,0.00,0.00,0.02,0.00,0.00,0.50,10.00,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-144.35,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
286.00,64.86,17.60,5.48,0.00,0.00,0.07,0.00,0.02,0.23,11.70,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-144.35,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
287.00,61.22,17.60,5.44,0.00,0.00,0.09,0.00,0.00,0.50,15.10,NA,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-167.34,NA,NA,25,"0.1 N H2SO4, 0.1N NaCl",0.1000,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
288.00,76.91,17.20,5.51,0.00,0.00,0.07,0.00,0.01,0.23,0.03,NA,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,852.86,NA,NA,25,"0.1 N H2SO4, 0.05N NaCl",0.0500,1.00,"Potentiodynamic Polarization, the specimens were cut from rods and mounted in epoxy resin so that the exposed surface area was about 0.8 cm^2. This surface was coarse-ground with silicon-carbide papers and then fine-ground with alumina paste.",1.66,"Steels used for this study were kindly supplied by the Institute of Iron Metallurgy in Gliwice, Poland. They were in the form of hot forged rods, 18 mm in diameter. Quenching in water occurered after either (1) heating 1h in air at 1050C, (2) heating 0.5h in air at 1050C",??-ferrite,"In the as-received specimens of the 18Cr-5Ni-0.03Mn steel, metallographic examination revealed the presence of martensite with some inclusions of ??-ferrite. As determined by X-ray analysis, the alloys with more than 5% Mn contained austenite and ferrite. No traces of ??-phase were detected. The amount of ??-phase depended upon the steel composition.  The higher the Mn content was and the lower the C and the N contents were, the greater the amount of ??-phase present. However, heat-to-heat variations also very likely influenced the phase composition of the alloys under investigation. In all specimens, small particles of a foreign phase were detected. They were identified by electron probe analysis as carbides (presumably Me23C6).",66,Fe Alloy,,,,
