Ford,Clorox,Chubb,Hormel Food,Grainger,AT&T,AbbVie,Amcor,Ecolab,Pentair
0.005816277,-0.015235453,0.004475806,-0.022491386,0.01329907,0.019191816,0.005851672,0.01458234,-0.011031496,0.006142209
0.01071291,0.007041998,-0.003903346,0.020862747,-0.020922435,0.015493742,-0.001476505,0.001113012,0.008610345,0.012327595
0.00409004,-0.013152749,0.002429425,-0.015882074,0.004785445,-0.012781876,0.003017818,-0.004459273,0.003659062,0.017220599
-0.020619227,-0.01872608,-0.004004519,-0.103430288,0.029098297,-0.021903682,0.002971382,-0.029480653,-0.025355551,-0.017065646
-0.015960027,0.019461322,0.007614025,-0.011643382,-0.005344797,-0.006247851,-0.002295255,0.002298829,-0.005270651,-0.032784549
0.010109637,0.020290931,0.014495724,0.00311815,0.000437435,0.003475846,-0.004946052,0.020455292,0.010152932,0.022497793
0.009178106,-0.007389591,0.009810606,0.008988159,0.00868058,0.011728317,0.013157621,-0.004509547,-0.00012027,0.013846908
-0.024381235,0.004985928,-0.004498129,-0.017115681,-0.036279346,-0.017993565,0.000670147,-0.0217027,-0.02459485,-0.034583745
-0.01890088,-0.005389152,-0.021658796,-0.001256313,-0.012766178,0.063577864,-0.025510169,-0.00462971,-0.011841873,0.011808052
0.009495095,-0.009643818,-0.012233147,-0.01265039,-0.016266397,0.007832938,0.004867136,-0.012843077,-0.002560345,-0.013253719
-0.013841096,-0.006618006,-0.007092781,-0.014748616,-0.007504633,-0.028356664,-0.010310787,-0.007075552,-0.004889068,0.0016062
-0.007870506,0.006847945,0.023544029,0,0.000568126,0.038062337,0.010857735,0.021078097,0.006887963,-0.046649942
0.013083393,0.002873667,0.019715441,0.036782842,-0.013635496,-0.022136321,-0.007202439,-0.008144295,-0.009908527,-0.035776173
-0.016601437,-0.006250551,-0.011942106,-0.002493705,0.032332088,-0.004618946,-0.000413124,0.013921321,-0.001576784,0.016934913
-0.130640657,-0.027433342,-0.021535808,-0.020495814,0.010082423,-0.020040751,-0.044141923,-0.002306784,-0.006205279,-0.011720248
-0.019260615,-0.011770837,0.024394364,0.021119839,0.026941525,0.029257406,0.021081944,0.022831937,0.010802627,0.01769956
0.01342302,0.009818598,0.004295805,0.01516816,0.005178999,0.009132484,-0.00501648,0.003380309,0.052568142,-0.010100232
0.016277063,-0.019907986,0.026166654,-0.00338514,0.016672263,0.011620531,0.009095836,-0.020455292,-0.003164703,0.013670736
0.02294365,0.064034666,-0.007792046,0.022555086,0.018940914,0.009581677,0.005529668,0.01141577,0.023114514,0.022156059
